seed,best_cost
0,990.3968
1,1011.7916
2,972.9623
3,985.2698
4,1008.8381
5,1012.3399
6,984.4792
7,1008.3723
8,1003.4434
9,1016.8160
10,1005.3881
11,1006.0113
12,997.4135
13,1006.0215
14,1008.8300
15,1004.4454
16,994.8242
17,1029.5462
18,1010.9757
19,1009.2956
20,1011.8691
21,1016.6067
22,1010.6040
23,1010.5195
24,998.9014
25,1006.7390
26,980.8606
27,999.3890
28,1004.5411
29,1019.3553
