seed,best_cost
0,1361.8910
1,1349.0884
2,1358.5618
3,1345.6180
4,1367.2852
5,1361.6882
6,1363.5362
7,1353.4682
8,1362.9801
9,1363.6892
10,1366.3804
11,1359.7485
12,1363.3474
13,1362.9930
14,1359.3923
15,1363.3954
16,1340.8960
17,1365.5305
18,1366.7848
19,1341.3719
20,1327.9232
21,1361.3381
22,1365.7589
23,1365.6383
24,1352.5772
25,1339.6880
26,1357.5481
27,1368.5657
28,1339.0313
29,1355.0071
