seed,best_cost
0,1001.0825
1,1002.0170
2,971.6397
3,1000.0076
4,975.9546
5,1008.6260
6,1005.6242
7,1010.3292
8,983.1874
9,990.6064
10,1006.5143
11,1011.8702
12,1007.6837
13,994.3339
14,997.6191
15,992.4953
16,997.9368
17,994.5114
18,986.1772
19,976.1387
20,977.2282
21,981.0715
22,988.5512
23,974.8246
24,981.7972
25,988.9485
26,1008.1483
27,1001.7410
28,1002.0923
29,986.9545
