seed,best_cost
0,7257.0266
1,7260.8082
2,7173.0461
3,7172.3459
4,7205.5160
5,7169.7612
6,7276.0338
7,7309.1028
8,7181.4818
9,7216.5144
10,7223.6265
11,7310.9280
12,7126.9308
13,7213.1475
14,7026.1577
15,7166.2637
16,7227.7272
17,7043.5063
18,7155.5700
19,7282.7326
20,6941.8678
21,7174.0962
22,7277.3260
23,7051.4971
24,7162.6005
25,7182.0074
26,7244.8358
27,7108.7097
28,7296.1214
29,7298.0994
