iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,9790.4713,9790.4713,0.0006,463.05
5,8075.9990,7944.1827,0.0031,457.88
10,7931.4241,7754.3261,0.0056,481.12
15,7863.3687,7650.1627,0.0081,474.42
20,7866.0899,7597.6512,0.0106,468.22
25,7734.4517,7528.7654,0.0131,461.57
30,7743.3964,7475.7024,0.0156,455.12
35,7734.2050,7467.4888,0.0181,477.08
40,7718.0906,7444.5824,0.0206,441.65
45,7683.1290,7413.8038,0.0231,464.13
50,7672.5206,7399.3789,0.0255,457.22
55,7716.4007,7386.6209,0.0280,421.60
60,7676.8489,7377.8886,0.0305,444.05
65,7742.0385,7359.8351,0.0330,437.10
70,7693.6936,7344.6251,0.0354,459.43
75,7649.1245,7341.7663,0.0379,452.58
80,7676.0500,7337.0899,0.0404,445.94
85,7702.6380,7320.4998,0.0428,468.28
90,7675.0975,7313.9911,0.0453,461.23
95,7691.4015,7303.2616,0.0477,483.75
100,7694.2335,7290.5396,0.0497,466.80
