seed,best_cost
0,1371.8632
1,1363.8473
2,1354.8049
3,1349.6203
4,1364.1784
5,1358.2138
6,1366.2448
7,1345.3239
8,1360.7219
9,1365.1664
10,1356.0289
11,1368.9763
12,1357.7585
13,1352.1891
14,1356.0505
15,1369.3393
16,1369.2984
17,1354.1024
18,1363.4854
19,1365.6320
20,1378.4544
21,1351.1340
22,1348.6413
23,1355.1943
24,1364.9246
25,1336.5893
26,1361.8167
27,1364.7290
28,1362.5070
29,1378.7940
