seed,best_cost
0,832.4138
1,849.5870
2,861.8758
3,868.9036
4,801.8740
5,854.2489
6,858.6297
7,864.8710
8,838.2264
9,855.8137
10,868.3623
11,821.2775
12,873.1954
13,857.5005
14,835.3933
15,836.0221
16,831.2865
17,812.3834
18,854.3606
19,830.8863
20,850.4882
21,840.8940
22,856.0417
23,841.2502
24,841.0002
25,846.6304
26,819.7457
27,837.8473
28,845.6839
29,846.8770
