seed,best_cost
0,893.9735
1,869.8290
2,870.6309
3,873.3004
4,906.6973
5,844.3293
6,860.6635
7,884.0854
8,887.5800
9,879.4216
10,877.6907
11,883.5051
12,907.4958
13,835.5591
14,900.9922
15,859.5820
16,895.0468
17,879.9614
18,861.1154
19,886.9731
20,873.0531
21,905.0986
22,896.5173
23,857.4691
24,898.6906
25,896.0146
26,891.4790
27,861.5184
28,877.9265
29,886.6852
