seed,best_cost
0,1089.1837
1,1076.4143
2,1030.0024
3,1071.8489
4,1075.4277
5,1064.1932
6,1070.9708
7,1077.6216
8,1069.6789
9,1093.4831
10,1086.9371
11,1064.7771
12,1081.3744
13,1076.6543
14,1039.2656
15,1066.9031
16,1056.4913
17,1062.5252
18,1069.7215
19,1066.2107
20,1064.2494
21,1037.3288
22,1043.8278
23,1058.8037
24,1093.0506
25,1075.9787
26,1059.5024
27,1066.5094
28,1062.8281
29,1066.7191
