iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,929.0479,929.0479,0.0054,471.34
5,932.9136,883.8203,0.0226,258.69
10,917.5038,870.0025,0.0325,435.41
15,930.2093,866.8325,0.0423,637.72
20,934.6131,863.3150,0.0520,849.35
25,925.9221,859.6190,0.0622,485.36
30,922.2643,855.3325,0.0725,237.24
35,933.2715,854.1049,0.0822,448.83
40,930.1911,853.1592,0.0920,644.83
45,934.3323,850.2025,0.1017,856.40
50,911.3197,848.2931,0.1120,460.37
55,928.5196,847.4335,0.1220,248.14
60,936.5030,846.2536,0.1316,443.63
65,937.0114,846.2536,0.1412,655.11
70,927.6461,845.5826,0.1510,866.31
75,931.3900,845.1910,0.1613,495.88
80,933.9273,844.7137,0.1714,248.57
85,935.5658,844.6307,0.1811,459.62
90,927.8792,844.0386,0.1908,644.37
95,925.2738,844.0205,0.2005,855.57
100,923.6390,844.0205,0.2085,599.71
