iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,613040.7927,613040.7927,0.6343,545.77
5,604957.2239,604463.4672,4.8195,522.67
10,603258.6645,602036.0771,9.0375,530.72
15,602549.4754,600833.6906,13.2573,603.75
20,601641.3977,599836.7399,17.4707,509.78
25,600669.0034,598537.0702,21.6751,498.27
30,599607.4094,597807.6709,25.8850,570.22
35,599085.7903,597264.3470,30.0891,563.77
40,598333.5763,596748.4902,34.2938,540.24
45,598042.1373,596208.5401,38.4926,590.56
50,597685.7936,595673.6271,42.6978,555.76
55,597129.0579,594746.7888,46.9145,487.68
60,596747.4183,594579.6564,51.1413,553.42
65,597151.8632,594361.6079,55.3599,526.26
70,596911.5702,594260.8292,59.5808,505.75
75,597182.4920,594111.2088,63.7776,549.30
80,597636.6300,593993.2023,67.9805,514.86
85,597130.1197,593885.9684,72.1933,495.98
90,597678.2456,593849.0542,76.4012,581.79
95,596952.6277,593739.4882,80.6085,556.15
100,597961.9806,593653.6598,83.9718,621.69
