iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,489604.8954,489604.8954,0.0953,560.97
5,482851.8579,480692.1959,0.5182,564.72
10,482563.5339,478509.3978,0.9396,558.79
15,479191.9987,476369.3507,1.3633,567.41
20,478258.4766,474584.5942,1.8126,550.31
25,476548.7453,473399.0885,2.2698,537.33
30,475709.6158,471180.2906,2.7297,516.17
35,474372.4950,469812.5008,3.1909,507.86
40,473879.5155,468828.8502,3.6535,517.87
45,472069.6645,468182.5973,4.1175,524.22
50,472801.1575,467438.1864,4.5836,552.92
55,471484.1462,466817.2746,5.0523,564.05
60,471570.5274,466230.6283,5.5211,540.81
65,470522.4351,465764.5797,5.9931,557.09
70,471191.0315,465312.6592,6.4652,528.09
75,470014.8601,464713.6940,6.9365,565.12
80,470132.7666,464121.4295,7.4053,516.72
85,470126.9809,463973.8923,7.8756,553.99
90,470340.1738,463721.0547,8.3461,529.32
95,470759.9926,463622.4860,8.8156,571.48
100,470806.1024,463546.3000,9.1905,525.08
