seed,best_cost
0,593902.9165
1,594522.5650
2,594555.3504
3,594449.6928
4,592671.4515
5,591929.3406
6,595299.1518
7,594495.1395
8,594360.9490
9,593535.5235
10,593687.3459
11,591048.7890
12,593121.7051
13,593999.9903
14,593432.0573
15,593893.9156
16,594487.1990
17,593389.5693
18,593546.1665
19,594477.7714
20,593779.6134
21,592272.9713
22,593488.7195
23,593987.3572
24,592229.0248
25,594200.7070
26,593263.6410
27,594467.0480
28,593117.0231
29,593997.0980
