iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,486724.4358,486724.4358,0.0349,964.72
5,479896.4600,476724.1154,0.2074,1025.94
10,477528.7501,474305.8386,0.3791,987.50
15,475561.4498,471656.0350,0.5498,976.97
20,475052.5932,470589.0453,0.7202,957.87
25,473276.3391,469265.1914,0.8901,932.75
30,470973.6092,467491.8825,1.0587,879.38
35,470166.1917,466387.3559,1.2273,974.53
40,469591.4229,465062.7449,1.3965,954.34
45,468384.0445,463993.3522,1.5648,1006.63
50,467691.0481,462996.7645,1.7332,1015.88
55,467641.5409,462393.6090,1.9015,988.82
60,467988.4450,461828.3329,2.0695,1037.90
65,467100.1532,461550.7816,2.2378,972.51
70,467361.0064,461268.2683,2.4065,1022.21
75,466837.5889,460878.4207,2.5753,992.14
80,466777.1738,460470.1226,2.7441,1005.77
85,467118.9933,460222.9795,2.9122,941.50
90,465917.2039,459904.1092,3.0811,953.50
95,465579.8801,459663.8241,3.2500,962.65
100,465917.8739,459657.6648,3.3852,1034.02
