seed,best_cost
0,7563.9141
1,7760.2960
2,7623.4499
3,7921.5753
4,7843.5728
5,7662.2639
6,7768.5278
7,7474.7116
8,7507.1612
9,7870.9887
10,7833.8524
11,7903.1345
12,7830.3280
13,7872.5651
14,7887.3109
15,7844.1456
16,7773.0785
17,7858.7747
18,7904.9532
19,7639.9283
20,7867.1840
21,7921.6273
22,7633.5647
23,7651.5569
24,7885.7800
25,7858.1963
26,7764.2446
27,7795.7089
28,7910.3981
29,7792.6549
