seed,best_cost
0,837.1594
1,872.4163
2,825.6872
3,865.8501
4,837.5011
5,830.8749
6,825.6872
7,832.3744
8,833.5858
9,839.2876
10,851.8579
11,824.1910
12,854.8976
13,824.5518
14,832.2047
15,833.5089
16,824.5518
17,828.6567
18,822.9833
19,817.0271
20,831.2442
21,827.2019
22,856.2025
23,858.3144
24,839.2909
25,831.4569
26,860.8919
27,836.0513
28,873.1954
29,823.9728
