iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,655227.4675,655227.4675,0.2508,1382.89
5,649960.5501,647442.7227,1.4607,1239.30
10,647541.8866,644107.9558,2.6634,1270.02
15,646377.5201,642864.2397,3.8615,1210.91
20,643190.3035,640263.8182,5.0627,1148.16
25,641147.8373,637808.3420,6.2633,1274.46
30,638407.2378,635026.8348,7.4619,1350.23
35,634920.7646,631868.3635,8.6573,1113.27
40,633293.0317,629378.6959,9.8522,1334.98
45,631192.6098,627673.3513,11.0513,1165.33
50,628998.0545,624964.1525,12.2476,1195.36
55,627479.5790,623114.0543,13.4472,1292.62
60,626381.3145,621940.6547,14.6428,1216.28
65,625875.1999,620975.1208,15.8396,1385.03
70,625779.9248,620323.8727,17.0383,1229.56
75,624921.8914,619892.5832,18.2353,1169.23
80,625209.4155,619618.0718,19.4321,1283.81
85,624436.3477,619328.2886,20.6299,1274.25
90,624942.7787,618967.6370,21.8270,1148.09
95,625437.7134,618842.6851,23.0260,1421.72
100,624844.7749,618621.9127,23.9855,1110.62
