seed,best_cost
0,843.0539
1,908.5488
2,889.1654
3,907.9663
4,854.8834
5,908.1571
6,889.5720
7,856.1024
8,895.7685
9,881.0632
10,887.8507
11,854.1107
12,883.5117
13,899.7959
14,893.7997
15,843.6423
16,884.5357
17,894.1399
18,881.7017
19,885.2071
20,870.9763
21,913.7875
22,879.1769
23,908.9879
24,897.8606
25,918.1103
26,857.5351
27,891.1353
28,887.8700
29,896.3786
