seed,best_cost
0,7170.8553
1,7176.1682
2,7325.0019
3,7363.0242
4,7293.7228
5,7408.1771
6,7196.0601
7,7341.4234
8,7330.6655
9,7320.8296
10,7371.7465
11,7433.2336
12,7371.7471
13,7333.6399
14,7252.1665
15,7292.3212
16,7392.1041
17,7348.4098
18,7258.4686
19,7413.1674
20,7394.0363
21,7297.2502
22,7195.3523
23,7305.4500
24,7411.1246
25,7369.9465
26,7263.6144
27,7362.7129
28,7294.0381
29,7228.5453
