iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,608971.6289,608971.6289,0.0657,1043.51
5,602169.7523,601260.4514,0.3984,1469.56
10,600006.4054,598512.1538,0.7301,930.47
15,599010.7465,597286.2667,1.0610,1564.51
20,598697.2930,596488.3084,1.3896,986.42
25,597429.2225,595592.2612,1.7149,1389.90
30,597052.7727,594991.1703,2.0377,1241.93
35,596852.0822,594495.8078,2.3656,1244.07
40,596438.1928,593997.6223,2.6891,1587.12
45,594915.5045,593360.4239,3.0145,1107.88
50,594847.3951,592911.3902,3.3373,1559.10
55,594757.7111,592488.8592,3.6617,973.84
60,595008.9087,592031.6103,3.9865,1370.07
65,594332.2323,591900.3094,4.3088,1209.32
70,593992.2867,591690.5245,4.6336,1191.90
75,594121.7875,591450.2938,4.9551,1586.05
80,593783.2348,591375.0084,5.2799,1098.23
85,594565.3041,591327.7818,5.6031,1545.45
90,594263.0403,591264.7187,5.9273,1060.05
95,594324.2437,591110.5800,6.2506,1403.11
100,594387.1648,591052.6659,6.5076,1062.00
