iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,1179.6535,1179.6535,0.0031,441.50
5,1092.7243,1063.0470,0.0191,455.10
10,1075.1069,1039.2382,0.0349,468.86
15,1084.0403,1029.5744,0.0507,452.94
20,1072.0168,1021.7007,0.0666,437.29
25,1068.4992,1015.7116,0.0823,421.80
30,1063.8595,1011.5680,0.0981,464.65
35,1069.3009,1008.8090,0.1140,419.70
40,1072.2605,1007.0397,0.1299,433.41
45,1068.5389,1004.8189,0.1457,446.67
50,1064.5623,1001.2072,0.1615,430.90
55,1060.6208,1000.3944,0.1773,474.13
60,1064.3581,998.9781,0.1932,428.64
65,1068.5100,997.3480,0.2090,442.91
70,1068.5127,997.2585,0.2248,456.46
75,1071.4648,996.3747,0.2407,441.43
80,1067.2445,995.6548,0.2566,426.11
85,1065.5694,995.6548,0.2723,468.87
90,1070.4928,994.8905,0.2881,453.78
95,1059.6492,993.5238,0.3040,467.49
100,1074.3621,993.5238,0.3167,437.29
