seed,best_cost
0,7009.8318
1,7003.3333
2,6981.0968
3,7276.1675
4,7230.0487
5,7180.4901
6,7051.7016
7,7239.0144
8,7204.2465
9,7230.7766
10,7251.5596
11,7105.9502
12,7198.8107
13,7109.3768
14,7006.3565
15,7108.1668
16,7269.3000
17,7180.4721
18,7203.5929
19,7186.1251
20,7086.1621
21,7194.9404
22,7196.0051
23,7225.9656
24,7188.1518
25,7071.0576
26,7168.6356
27,7135.2012
28,7061.9341
29,7282.4660
