iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,486991.3914,486991.3914,0.0413,857.25
5,479252.7201,477438.0608,0.2476,900.35
10,476534.0237,474110.6386,0.4539,879.97
15,476035.7180,471986.6190,0.6600,829.93
20,473301.6808,470272.2213,0.8661,871.85
25,472926.2059,469082.5395,1.0715,867.86
30,471655.8186,467628.5073,1.2768,887.30
35,470395.1502,466470.8402,1.4812,786.85
40,468925.4368,465236.7554,1.6848,841.41
45,467930.2015,463923.0512,1.8884,825.43
50,468878.6779,463629.6306,2.0922,801.78
55,466992.6006,462629.7813,2.2956,809.39
60,467534.7378,461829.4485,2.4993,853.83
65,466992.7055,461432.2250,2.7039,865.00
70,466720.2190,461260.4705,2.9081,833.93
75,467267.1509,461107.8888,3.1118,843.42
80,467195.0958,460888.6100,3.3150,778.58
85,467017.8500,460589.1107,3.5187,857.16
90,467439.5482,460323.8595,3.7222,796.25
95,466599.3210,460074.3702,3.9259,802.39
100,467216.7061,459925.2826,4.0893,842.76
