iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,1144.2918,1144.2918,0.0041,576.49
5,1062.3544,1040.5704,0.0255,493.49
10,1071.2087,1026.6327,0.0468,552.50
15,1056.9390,1017.3803,0.0683,542.07
20,1055.7714,1012.7475,0.0899,530.02
25,1055.3285,1004.1921,0.1111,554.41
30,1066.0921,1000.7637,0.1327,578.71
35,1052.7940,997.9233,0.1541,496.58
40,1061.1303,994.2724,0.1755,557.06
45,1055.6945,993.1087,0.1969,546.34
50,1051.3505,992.2240,0.2183,499.90
55,1058.0007,989.2452,0.2396,595.50
60,1054.3617,987.5022,0.2610,513.99
65,1052.7498,985.9574,0.2824,502.61
70,1048.5287,985.3754,0.3035,562.76
75,1058.2854,985.3754,0.3247,552.13
80,1055.1263,984.3110,0.3460,541.35
85,1056.3851,984.3110,0.3672,601.79
90,1055.9006,982.8585,0.3885,520.01
95,1059.2232,982.2035,0.4098,509.42
100,1058.2997,981.0518,0.4268,543.95
