iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,937.3754,937.3754,0.0010,262.34
5,931.8008,887.5215,0.0065,367.73
10,926.1126,878.4231,0.0120,473.67
15,921.0264,871.5354,0.0219,578.74
20,936.0012,868.8562,0.0305,683.82
25,925.8230,866.9544,0.0360,789.65
30,936.9313,862.4471,0.0414,895.02
35,920.6035,858.1465,0.0471,718.20
40,934.6467,857.1728,0.0528,435.09
45,934.0589,853.3885,0.0585,187.51
50,933.6027,851.0733,0.0640,258.06
55,928.9868,849.7875,0.0694,362.89
60,930.7524,848.2737,0.0749,468.72
65,927.1036,845.2602,0.0805,574.33
70,934.4025,842.4401,0.0858,679.37
75,934.8278,840.2874,0.0913,785.13
80,938.5426,839.9039,0.0967,890.32
85,928.6366,839.9039,0.1023,748.32
90,929.1678,839.9039,0.1082,430.56
95,938.2033,839.9039,0.1139,182.61
100,919.5748,838.4168,0.1182,232.05
