iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,1514.0740,1514.0740,0.0297,825.00
5,1417.5361,1399.2818,0.1787,863.03
10,1420.5809,1387.1307,0.3272,824.47
15,1416.9180,1380.5919,0.4751,889.12
20,1412.7163,1374.5845,0.6240,846.18
25,1403.6897,1373.3870,0.7727,874.77
30,1402.6891,1368.2372,0.9201,866.91
35,1398.5697,1365.7996,1.0677,894.06
40,1406.4194,1365.1801,1.2148,885.24
45,1403.7639,1364.4639,1.3617,840.77
50,1400.7255,1363.8387,1.5088,902.10
55,1405.2500,1362.7823,1.6567,821.16
60,1399.9806,1362.0792,1.8039,881.46
65,1402.2860,1361.5938,1.9514,835.36
70,1400.8038,1361.4859,2.0991,894.16
75,1403.2283,1360.4028,2.2465,846.34
80,1407.7877,1359.5594,2.3939,867.97
85,1407.2005,1357.7586,2.5407,853.31
90,1401.9671,1357.4973,2.6873,909.59
95,1400.9902,1357.4973,2.8345,858.64
100,1405.5286,1357.4973,2.9525,824.57
