iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,613031.8560,613031.8560,0.0582,1217.78
5,605104.1503,604153.9768,0.3531,1144.45
10,602645.7958,601266.7222,0.6481,1240.55
15,601353.7838,599556.3983,0.9445,1109.82
20,600780.0362,598887.8459,1.2364,1183.97
25,599859.3129,598112.2973,1.5272,1163.10
30,598824.4370,597263.5467,1.8177,1165.67
35,598364.7586,596630.1860,2.1074,1157.91
40,597799.1715,595821.0567,2.3967,1103.19
45,597021.5173,595241.8387,2.6859,1194.30
50,596594.9291,594730.4235,2.9757,1079.97
55,596395.2086,594310.0609,3.2652,1179.93
60,595869.4558,593801.9660,3.5542,1211.36
65,596247.1393,593598.9337,3.8436,1116.85
70,595994.8282,593552.9808,4.1316,1157.78
75,596017.4730,593531.1343,4.4206,1054.31
80,596552.9092,593420.1604,4.7091,1192.65
85,596772.0895,593261.3133,4.9979,1177.85
90,596244.6796,593212.4220,5.2859,1130.06
95,596866.8344,593174.7066,5.5744,1161.89
100,596660.3372,593174.7066,5.8048,1139.45
