seed,best_cost
0,620361.2648
1,615630.8488
2,612703.2458
3,618491.8791
4,619057.0979
5,619775.1796
6,620141.5364
7,620492.9777
8,618141.8791
9,618174.8871
10,621309.0302
11,617024.1945
12,618154.2257
13,613904.6077
14,616534.2910
15,619303.4971
16,619890.6800
17,619457.1111
18,617005.4096
19,616427.7171
20,614318.2723
21,616881.0186
22,618561.8301
23,612742.4904
24,619148.8355
25,612994.7826
26,619038.9271
27,617056.1900
28,617407.3777
29,618837.1488
