seed,best_cost
0,618629.3040
1,618300.9782
2,620693.1337
3,620247.4458
4,617089.3880
5,618186.3169
6,620736.9752
7,619964.4698
8,619687.8386
9,619015.2033
10,619135.3869
11,620965.1827
12,617186.7510
13,619648.6223
14,612486.8434
15,619355.3163
16,620259.2643
17,618157.8026
18,618359.9334
19,620011.6803
20,619636.5169
21,617360.5644
22,617158.1433
23,619992.3125
24,620488.6422
25,619816.1249
26,619759.7098
27,618895.1886
28,618293.8589
29,617955.9302
