seed,best_cost
0,595495.3208
1,594440.3875
2,595599.2473
3,594783.4783
4,595273.0680
5,595199.2535
6,595221.0630
7,595728.3251
8,595742.1387
9,595126.8304
10,594895.7540
11,593660.9556
12,594078.3435
13,594351.1229
14,595487.3297
15,593982.5310
16,595586.5944
17,595981.5548
18,595288.9247
19,595552.7280
20,595566.6836
21,595277.5857
22,593471.6232
23,595686.7722
24,595248.1971
25,596027.5687
26,594060.4125
27,595038.5878
28,595635.7819
29,596671.2175
