iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,609244.1438,609244.1438,0.0973,1449.84
5,601572.3179,600876.6340,0.5889,1469.57
10,600273.7351,598544.2368,1.0813,1528.88
15,598796.8101,597194.0653,1.5707,1478.85
20,598566.4311,596429.6216,2.0559,1498.00
25,597602.4809,595771.0392,2.5404,1371.25
30,597538.5030,595085.2699,3.0254,1436.86
35,596275.5707,594411.1666,3.5104,1458.32
40,595655.5185,593576.0469,3.9946,1338.21
45,595510.4905,593128.4377,4.4808,1498.37
50,595425.5533,592907.6500,4.9679,1574.51
55,594607.5406,592610.9884,5.4539,1450.37
60,594884.3261,592084.2572,5.9398,1464.68
65,594328.2491,591959.2133,6.4271,1471.58
70,594365.1493,591820.1275,6.9122,1434.44
75,594154.7163,591582.3184,7.3973,1509.22
80,594012.0180,591487.2725,7.8803,1477.89
85,593884.7644,591318.3569,8.3649,1451.23
90,594029.4089,591107.8572,8.8478,1425.40
95,594255.5162,591026.3012,9.3321,1382.51
100,594322.5248,590951.7859,9.7179,1423.83
