iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,9354.5738,9354.5738,0.0194,611.07
5,7854.6267,7760.3502,0.1171,602.03
10,7712.2348,7573.5239,0.2142,559.49
15,7651.2305,7467.0467,0.3115,588.09
20,7701.9259,7431.9396,0.4089,581.98
25,7607.3254,7386.9127,0.5057,573.85
30,7606.3160,7333.2440,0.6028,568.96
35,7643.9253,7312.6762,0.6999,562.93
40,7641.0371,7282.3292,0.7972,626.67
45,7591.6627,7275.1429,0.8944,584.23
50,7597.9736,7267.5986,0.9912,575.74
55,7574.8853,7256.8452,1.0884,603.47
60,7595.8412,7234.2218,1.1855,560.14
65,7563.2841,7230.0224,1.2827,588.78
70,7609.5426,7230.0224,1.3801,582.63
75,7609.1252,7226.4741,1.4778,576.12
80,7579.7133,7222.1468,1.5747,569.06
85,7599.6817,7215.8306,1.6718,597.49
90,7580.1065,7211.9499,1.7693,554.75
95,7543.3530,7197.5868,1.8665,618.59
100,7527.3794,7191.1796,1.9441,584.52
