seed,best_cost
0,619582.9322
1,616290.4522
2,619185.1659
3,620280.4012
4,619371.8027
5,614746.8337
6,617813.1461
7,620124.7440
8,618092.1857
9,621593.6156
10,616877.0361
11,616957.8601
12,620895.9295
13,620488.3714
14,614748.1634
15,619084.4648
16,616950.9299
17,617786.5255
18,620578.7197
19,617296.8008
20,618561.5873
21,620095.3399
22,618949.9376
23,617147.3347
24,619051.7739
25,617394.3835
26,619773.5992
27,619679.0236
28,619087.2481
29,620171.0723
