seed,best_cost
0,620242.4578
1,623505.6514
2,619799.6154
3,622530.3624
4,620144.6060
5,623846.8646
6,621673.4647
7,621656.8039
8,623518.7159
9,625549.6363
10,623736.7858
11,622242.0154
12,622372.9296
13,621628.9653
14,622085.7451
15,622357.9978
16,624169.2847
17,619853.5722
18,609623.2077
19,622679.5153
20,621372.1157
21,621561.0522
22,617251.3817
23,620349.9055
24,624982.8633
25,625079.4075
26,624315.7710
27,619618.5479
28,624925.5697
29,624325.8606
