seed,best_cost
0,615704.8642
1,612328.0357
2,618995.4098
3,619616.0723
4,618576.3147
5,619591.6467
6,620146.7150
7,617140.3364
8,619049.2280
9,620211.6231
10,619305.4424
11,618814.1331
12,619360.6073
13,615881.6891
14,617273.9628
15,617181.9340
16,616389.6597
17,618262.5906
18,613797.5240
19,617968.7338
20,618966.9534
21,620836.2556
22,618444.3877
23,617065.1620
24,616629.9858
25,619762.8519
26,615623.6047
27,617937.8829
28,618571.6168
29,620060.1275
