seed,best_cost
0,7255.0869
1,7198.6746
2,7392.7389
3,7386.5284
4,7421.7905
5,7172.8097
6,7273.1171
7,7296.9027
8,7314.7348
9,7276.8205
10,7387.1342
11,7284.5805
12,7220.7966
13,7302.3589
14,7167.6708
15,7343.0106
16,7412.2747
17,7234.4606
18,7322.5787
19,7312.6770
20,7304.9538
21,7285.5261
22,7183.5150
23,7188.3990
24,7287.1036
25,7174.9501
26,7239.0798
27,7407.1759
28,7381.6390
29,7287.0975
