iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,655553.0137,655553.0137,0.2492,1078.22
5,650966.0600,647352.3424,1.4602,1290.28
10,647663.5899,642848.5975,2.6586,1318.43
15,645965.3088,641716.1768,3.8583,1291.11
20,643861.0937,640273.1269,5.0587,1181.64
25,641315.9560,637748.4355,6.2577,1248.23
30,637082.2268,634432.1150,7.4574,1085.63
35,635469.5844,631724.5364,8.6563,1154.80
40,633348.7627,630082.2715,9.8561,1122.94
45,631208.4544,627593.3809,11.0577,1100.62
50,628608.4475,625496.4741,12.2593,1091.88
55,627868.9309,624132.1724,13.4608,1309.62
60,625705.3433,622505.4075,14.6638,1206.14
65,626667.3714,621855.1840,15.8656,1190.34
70,625673.8321,621172.8606,17.0700,1233.09
75,625116.0077,620275.8639,18.2700,1316.39
80,624348.5637,619381.5353,19.4718,1307.69
85,625049.9053,618946.4687,20.6739,1300.02
90,625688.1902,618569.3463,21.8750,1340.29
95,625081.8385,618452.8603,23.0767,1152.46
100,625642.2636,618235.9729,24.0382,1045.32
