seed,best_cost
0,7344.6287
1,7315.9160
2,7222.6059
3,7330.0641
4,7314.5305
5,7298.3107
6,7223.7577
7,7417.2485
8,7412.5769
9,7251.6825
10,7507.2943
11,7382.9527
12,7237.0210
13,7214.8230
14,7234.2733
15,7406.8136
16,7349.8671
17,7337.0872
18,7231.0428
19,7342.4765
20,7094.2038
21,7258.7375
22,7242.7154
23,7360.8624
24,7337.1991
25,7385.1285
26,7490.4560
27,7442.9097
28,7203.2501
29,7382.9487
