seed,best_cost
0,825.6872
1,852.7572
2,863.0512
3,862.9740
4,824.5518
5,869.5323
6,826.7371
7,817.8494
8,853.7923
9,873.7254
10,797.3466
11,792.4732
12,862.3761
13,865.2872
14,858.7567
15,839.9474
16,829.8676
17,876.5390
18,852.9208
19,839.2181
20,860.2671
21,824.5518
22,869.6187
23,868.8149
24,844.1558
25,872.0600
26,825.6872
27,857.5197
28,825.2525
29,824.5518
