iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,939.2265,939.2265,0.0014,540.16
5,929.3983,877.4622,0.0089,512.51
10,933.3042,864.7572,0.0164,555.18
15,936.4212,861.7318,0.0239,562.87
20,921.4296,856.2849,0.0315,499.73
25,932.9635,853.9892,0.0389,542.22
30,929.4137,853.9190,0.0464,585.06
35,935.2411,853.0243,0.0540,522.19
40,940.5053,851.4789,0.0614,494.55
45,936.2402,850.2289,0.0688,572.06
50,923.6280,849.1780,0.0761,543.68
55,939.1748,847.9844,0.0837,480.74
60,938.0152,847.9259,0.0908,593.83
65,930.0891,846.2653,0.0984,566.01
70,931.4080,846.2653,0.1058,502.16
75,925.3227,845.9082,0.1135,544.64
80,930.2645,845.4622,0.1210,586.97
85,928.9967,845.3041,0.1287,523.59
90,931.0542,845.3041,0.1362,495.27
95,936.7849,844.7525,0.1437,608.17
100,923.3244,842.9284,0.1498,514.76
