seed,best_cost
0,1022.2529
1,1010.4562
2,1011.1778
3,1029.8510
4,1024.2011
5,1016.7651
6,1030.5304
7,999.8186
8,1023.7624
9,1003.2334
10,1009.4261
11,993.7295
12,1023.7070
13,1020.9145
14,1031.7881
15,1037.8705
16,952.8901
17,1019.8616
18,1006.6901
19,1025.9054
20,1013.5714
21,1035.0478
22,1020.0039
23,1022.6744
24,1019.0381
25,1022.3528
26,1047.7201
27,1019.2906
28,1018.1063
29,1010.3575
