seed,best_cost
0,1427.0299
1,1432.8471
2,1430.2217
3,1448.3691
4,1451.6252
5,1439.6953
6,1432.4308
7,1429.3424
8,1437.0000
9,1447.2636
10,1439.9827
11,1444.5599
12,1435.6871
13,1445.5126
14,1437.3168
15,1419.5998
16,1434.2180
17,1451.0949
18,1445.1080
19,1449.9119
20,1420.0657
21,1442.3385
22,1418.6816
23,1418.2017
24,1443.4861
25,1438.0468
26,1447.7700
27,1449.5748
28,1444.3403
29,1418.8143
