seed,best_cost
0,593710.6372
1,594004.2434
2,593165.0549
3,593505.9832
4,593529.5134
5,593047.5761
6,593017.8013
7,592275.9217
8,592249.5558
9,593012.2254
10,592808.8557
11,592761.2603
12,593166.7299
13,592635.3763
14,593279.8982
15,593481.8367
16,593927.8587
17,593335.2615
18,594369.0016
19,592484.4734
20,592496.8956
21,593529.6783
22,592782.1957
23,591270.6269
24,593059.8036
25,593690.9302
26,593853.5260
27,593884.7050
28,593727.5572
29,593176.2147
