seed,best_cost
0,591216.7365
1,592233.9828
2,591163.2869
3,591245.1559
4,591208.3365
5,590559.1929
6,590614.3015
7,591745.2996
8,591391.9742
9,590710.0419
10,591578.6768
11,591808.9810
12,590585.4526
13,591031.0715
14,590818.1370
15,590702.8613
16,591357.3399
17,591881.5712
18,591122.0895
19,589145.5505
20,589474.5416
21,590309.5335
22,590623.9279
23,591192.4367
24,588345.1111
25,591363.3621
26,590699.0471
27,590199.9954
28,591703.9813
29,591954.2908
