seed,best_cost
0,971.9114
1,992.1394
2,996.8252
3,984.4798
4,1004.1600
5,993.0606
6,961.7238
7,998.3302
8,1003.3329
9,973.3173
10,983.5770
11,986.1885
12,975.2507
13,983.0409
14,986.3550
15,977.5953
16,995.4347
17,976.6089
18,984.3295
19,976.4624
20,992.4019
21,983.0950
22,994.6069
23,995.8609
24,984.5859
25,999.4242
26,961.5478
27,983.4105
28,966.2064
29,968.6451
