seed,best_cost
0,638167.2728
1,638018.2402
2,637221.9132
3,635523.1041
4,632518.3879
5,635580.4474
6,637495.0154
7,638109.5272
8,632316.0381
9,635809.9722
10,634801.9034
11,638145.2503
12,636128.8603
13,639696.7525
14,635527.5593
15,636720.6276
16,637354.9896
17,631375.0987
18,637355.5208
19,638712.4138
20,638322.6750
21,639626.1786
22,639633.0570
23,635875.8414
24,635962.1570
25,636484.8673
26,637444.8374
27,637546.2416
28,636502.4485
29,634923.9376
