seed,best_cost
0,839.3831
1,848.2505
2,867.8503
3,837.9314
4,825.6872
5,824.7295
6,854.8722
7,861.6236
8,862.8522
9,824.5518
10,828.9015
11,838.8898
12,834.8359
13,864.5132
14,824.5518
15,824.5518
16,860.3463
17,825.6872
18,867.6165
19,833.5089
20,833.5852
21,824.5518
22,839.1830
23,852.6077
24,857.5561
25,856.9152
26,850.4275
27,869.8060
28,846.7147
29,838.1332
