seed,best_cost
0,619488.2753
1,618975.2429
2,617047.7785
3,617952.6147
4,619954.1090
5,620096.1575
6,620442.0228
7,617806.5794
8,617634.7039
9,619068.8263
10,619062.4364
11,621242.7551
12,618888.0639
13,611335.8640
14,619151.5914
15,619134.2335
16,619812.7850
17,618102.9191
18,620859.5483
19,620640.5371
20,616974.3682
21,618912.3758
22,617668.8081
23,615581.4046
24,617627.8071
25,619285.5884
26,618803.6016
27,619082.4322
28,618998.5084
29,615672.8686
