seed,best_cost
0,620433.6312
1,622643.5843
2,620259.1268
3,620570.5299
4,621268.8885
5,623893.6221
6,624339.8108
7,615006.5542
8,621491.3736
9,618355.0484
10,622559.3808
11,621429.5794
12,618190.1099
13,622203.1863
14,621990.8773
15,624147.5759
16,622155.8443
17,618191.0626
18,617209.5904
19,620905.6631
20,621720.1814
21,620846.1148
22,622967.0457
23,621597.1815
24,622244.0645
25,623189.9655
26,620343.2703
27,620921.0176
28,620813.2366
29,621841.4155
