seed,best_cost
0,7244.7008
1,7323.9409
2,7230.1562
3,7123.6263
4,7221.9007
5,7124.5270
6,7203.1330
7,7205.1752
8,7253.7743
9,7319.9297
10,7214.0908
11,7260.3527
12,7083.8542
13,7178.8765
14,7014.4371
15,7252.1009
16,7221.6227
17,7216.8985
18,7232.3691
19,7199.9341
20,7149.1878
21,7173.3603
22,7241.8716
23,6949.0549
24,7141.3931
25,6952.1913
26,7253.2210
27,7047.3909
28,7157.7275
29,7202.8333
