seed,best_cost
0,1339.2975
1,1372.9148
2,1358.6890
3,1364.0206
4,1353.9471
5,1360.8763
6,1367.3295
7,1364.9819
8,1353.9688
9,1361.8210
10,1362.1343
11,1360.1195
12,1349.8745
13,1361.6491
14,1350.7690
15,1362.0587
16,1362.2860
17,1369.1052
18,1369.2045
19,1346.3061
20,1368.5162
21,1361.9995
22,1369.4563
23,1358.4646
24,1360.3177
25,1350.2957
26,1365.2156
27,1353.8474
28,1363.9480
29,1360.3825
