seed,best_cost
0,823.9728
1,817.8494
2,825.6872
3,869.3696
4,859.7870
5,857.0183
6,824.5518
7,827.1273
8,813.9567
9,841.2686
10,824.5518
11,819.7900
12,826.5106
13,831.2390
14,863.8550
15,850.3391
16,838.3343
17,850.1196
18,850.0288
19,825.6872
20,818.8770
21,825.6872
22,887.0013
23,838.2673
24,823.2150
25,864.8647
26,828.8925
27,824.5518
28,837.3939
29,862.7093
