iter,iter_best_cost,global_best_cost,time_sec,mem_mb
0,654614.2536,654614.2536,0.3031,1442.84
5,650526.5708,646577.4757,1.7727,1480.76
10,648558.4652,644794.3187,3.2223,1510.98
15,645608.4125,642546.1197,4.6708,1383.07
20,644237.3689,640561.5763,6.1183,1422.93
25,641095.7418,637508.8441,7.5668,1483.66
30,639434.3440,635154.3573,9.0234,1334.60
35,635628.0723,631803.2883,10.4667,1318.85
40,632950.3787,629710.2887,11.9110,1456.45
45,630473.7274,626679.9915,13.3564,1318.26
50,630068.4745,624958.8060,14.8026,1353.60
55,627596.8591,623771.1865,16.2501,1387.71
60,627101.1976,622714.6533,17.6958,1410.61
65,624985.3257,621514.7700,19.1492,1396.78
70,625012.5379,621018.6303,20.5989,1317.90
75,624284.3190,620409.2715,22.0468,1359.38
80,624186.2572,619833.1058,23.4910,1432.58
85,625108.4719,618975.4579,24.9348,1218.22
90,624861.6371,618629.5609,26.3829,1401.83
95,625804.4881,618140.7394,27.8298,1371.17
100,625159.9364,617720.7798,28.9923,1295.57
