seed,best_cost
0,1422.9643
1,1439.0603
2,1445.8824
3,1439.0027
4,1448.3796
5,1456.5984
6,1451.7957
7,1438.1516
8,1444.7550
9,1457.6422
10,1428.4004
11,1448.8997
12,1416.8086
13,1446.6737
14,1441.1562
15,1433.3388
16,1424.9169
17,1437.2489
18,1426.1131
19,1442.1811
20,1423.0049
21,1454.9206
22,1422.7591
23,1428.5307
24,1416.0029
25,1437.2569
26,1420.0738
27,1444.9148
28,1442.2620
29,1433.9428
