seed,best_cost
0,855.9964
1,851.6043
2,849.7622
3,861.0454
4,856.8271
5,825.6872
6,826.8330
7,823.7472
8,849.0264
9,850.2829
10,863.8550
11,813.2421
12,825.6872
13,824.5518
14,872.0600
15,824.1910
16,855.8182
17,862.6524
18,855.9625
19,824.5518
20,857.4220
21,846.6730
22,827.2019
23,828.0977
24,861.3516
25,825.6872
26,876.1314
27,814.2433
28,852.3350
29,825.3264
