seed,best_cost
0,1505.8935
1,1532.3874
2,1503.7472
3,1522.6202
4,1502.2167
5,1494.8729
6,1540.1333
7,1529.7001
8,1509.4611
9,1501.6603
10,1509.1071
11,1529.2301
12,1495.7680
13,1522.0257
14,1521.1757
15,1534.0327
16,1493.4614
17,1486.4649
18,1531.8717
19,1475.0860
20,1497.2924
21,1519.5845
22,1477.9290
23,1502.4240
24,1536.4987
25,1489.2202
26,1500.9898
27,1515.9682
28,1520.0773
29,1486.3116
