seed,best_cost
0,1373.5648
1,1370.4464
2,1390.8022
3,1382.6040
4,1379.2503
5,1370.9251
6,1362.7391
7,1343.4351
8,1389.7320
9,1379.4654
10,1371.0004
11,1369.6664
12,1363.7704
13,1382.4901
14,1370.7553
15,1382.5094
16,1382.8375
17,1358.8037
18,1374.0609
19,1370.8384
20,1370.5816
21,1362.2547
22,1393.2457
23,1386.3780
24,1367.1360
25,1380.5557
26,1376.3621
27,1382.1394
28,1386.9652
29,1354.0876
