instance,ants,iter,algorithm,key,dist,opt,gap_pct,time_ms,mem_kb,bf_hit_rate
Golden_1,10,50,ACO+BF,EDGE_LOAD,6938.58,5628,23.29,235,163878,0.0235
Golden_1,10,50,ACO+BF,DEST_LOAD,6710.39,5628,19.23,311,98340,0.6590
Golden_1,10,50,ACO+BF,DEST_ONLY,6904.82,5628,22.69,272,53268,1.0000
Golden_1,10,50,MMAS+BF,EDGE,9277.49,5628,64.85,254,61484,0.0292
Golden_1,10,50,MMAS+BF,EDGE_LOAD,8396.20,5628,49.19,193,155660,0.0016
Golden_1,10,50,MMAS+BF,DEST_LOAD,8434.01,5628,49.86,190,131084,0.1166
Golden_1,10,50,MMAS+BF,DEST_ONLY,8636.57,5628,53.46,212,36894,0.5000
Golden_1,10,100,ACO,none,6615.89,5628,17.55,347,45086,NaN
Golden_1,10,100,MMAS,none,7164.05,5628,27.29,344,106506,NaN
Golden_1,10,100,ACO+2opt,none,6193.48,5628,10.05,373,139298,NaN
Golden_1,10,100,ACO+Tabu,none,6207.59,5628,10.30,4742,28722,NaN
Golden_1,10,100,ACO+BF,EDGE,6565.46,5628,16.66,863,24588,0.0349
Golden_1,10,100,ACO+BF,EDGE_LOAD,6816.85,5628,21.12,849,32808,0.1324
Golden_1,10,100,ACO+BF,DEST_LOAD,6710.39,5628,19.23,945,139292,0.7171
Golden_1,10,100,ACO+BF,DEST_ONLY,6541.33,5628,16.23,767,36900,1.0000
Golden_1,10,100,MMAS+BF,EDGE,7326.17,5628,30.17,592,151565,0.0487
Golden_1,10,100,MMAS+BF,EDGE_LOAD,7048.98,5628,25.25,595,36906,0.1693
Golden_1,10,100,MMAS+BF,DEST_LOAD,7473.57,5628,32.79,722,110618,0.6027
Golden_1,10,100,MMAS+BF,DEST_ONLY,7514.43,5628,33.52,529,61482,0.8696
Golden_1,10,200,ACO,none,6615.89,5628,17.55,669,61466,NaN
Golden_1,10,200,MMAS,none,7091.51,5628,26.00,662,4106,NaN
Golden_1,10,200,ACO+2opt,none,6017.91,5628,6.93,722,155668,NaN
Golden_1,10,200,ACO+Tabu,none,6207.59,5628,10.30,9453,57388,NaN
Golden_1,10,200,ACO+BF,EDGE,6565.46,5628,16.66,1991,77858,0.0368
Golden_1,10,200,ACO+BF,EDGE_LOAD,6503.16,5628,15.55,2063,98344,0.1585
Golden_1,10,200,ACO+BF,DEST_LOAD,6710.39,5628,19.23,2182,86034,0.7296
Golden_1,10,200,ACO+BF,DEST_ONLY,6541.33,5628,16.23,1945,106524,1.0000
Golden_1,10,200,MMAS+BF,EDGE,7205.63,5628,28.03,1711,131108,0.0971
Golden_1,10,200,MMAS+BF,EDGE_LOAD,6765.07,5628,20.20,1972,61450,0.1465
Golden_1,10,200,MMAS+BF,DEST_LOAD,7075.58,5628,25.72,1759,143382,0.6523
Golden_1,10,200,MMAS+BF,DEST_ONLY,6735.58,5628,19.68,1743,131104,0.9542
Golden_1,20,50,ACO,none,6746.27,5628,19.87,331,20518,NaN
Golden_1,20,50,MMAS,none,7829.68,5628,39.12,347,8202,NaN
Golden_1,20,50,ACO+2opt,none,6110.42,5628,8.57,375,139312,NaN
Golden_1,20,50,ACO+Tabu,none,6279.09,5628,11.57,4758,16472,NaN
Golden_1,20,50,ACO+BF,EDGE,6703.97,5628,19.12,595,110618,0.0431
Golden_1,20,50,ACO+BF,EDGE_LOAD,6598.30,5628,17.24,632,172060,0.0473
Golden_1,20,50,ACO+BF,DEST_LOAD,6734.27,5628,19.66,593,20536,0.8178
Golden_1,20,50,ACO+BF,DEST_ONLY,6681.81,5628,18.72,614,131142,1.0000
Golden_1,20,50,MMAS+BF,EDGE,8508.17,5628,51.18,481,122932,0.0925
Golden_1,20,50,MMAS+BF,EDGE_LOAD,8476.08,5628,50.61,410,163916,0.0043
Golden_1,20,50,MMAS+BF,DEST_LOAD,8472.46,5628,50.54,478,24602,0.6115
Golden_1,20,50,MMAS+BF,DEST_ONLY,8384.01,5628,48.97,486,24602,0.7778
Golden_1,20,100,ACO,none,6386.52,5628,13.48,657,151616,NaN
Golden_1,20,100,MMAS,none,7081.32,5628,25.82,654,8202,NaN
Golden_1,20,100,ACO+2opt,none,6050.11,5628,7.50,724,155726,NaN
Golden_1,20,100,ACO+Tabu,none,6199.77,5628,10.16,9475,217158,NaN
Golden_1,20,100,ACO+BF,EDGE,6612.47,5628,17.49,1671,24610,0.0477
Golden_1,20,100,ACO+BF,EDGE_LOAD,6598.30,5628,17.24,1947,102436,0.1052
Golden_1,20,100,ACO+BF,DEST_LOAD,6566.50,5628,16.68,1713,151596,0.8377
Golden_1,20,100,ACO+BF,DEST_ONLY,6544.52,5628,16.29,1536,94248,1.0000
Golden_1,20,100,MMAS+BF,EDGE,7205.58,5628,28.03,1189,74,0.1256
Golden_1,20,100,MMAS+BF,EDGE_LOAD,7146.63,5628,26.98,1258,16440,0.1273
Golden_1,20,100,MMAS+BF,DEST_LOAD,7519.53,5628,33.61,1272,122958,0.7309
Golden_1,20,100,MMAS+BF,DEST_ONLY,7040.86,5628,25.10,1120,94250,0.7667
Golden_1,20,200,ACO,none,6386.52,5628,13.48,1292,90130,NaN
Golden_1,20,200,MMAS,none,6824.21,5628,21.25,1316,73744,NaN
Golden_1,20,200,ACO+2opt,none,6050.11,5628,7.50,1418,65554,NaN
Golden_1,20,200,ACO+Tabu,none,6050.96,5628,7.52,18721,168016,NaN
Golden_1,20,200,ACO+BF,EDGE,6215.95,5628,10.45,3665,16452,0.0467
Golden_1,20,200,ACO+BF,EDGE_LOAD,6584.11,5628,16.99,4424,139330,0.1087
Golden_1,20,200,ACO+BF,DEST_LOAD,6482.02,5628,15.17,3947,114714,0.8481
Golden_1,20,200,ACO+BF,DEST_ONLY,6426.30,5628,14.18,3797,131142,1.0000
Golden_1,20,200,MMAS+BF,EDGE,7028.39,5628,24.88,3527,139326,0.1078
Golden_1,20,200,MMAS+BF,EDGE_LOAD,7010.90,5628,24.57,4013,49176,0.1421
Golden_1,20,200,MMAS+BF,DEST_LOAD,6501.99,5628,15.53,3552,57364,0.7745
Golden_1,20,200,MMAS+BF,DEST_ONLY,6663.04,5628,18.39,3261,8258,0.9492
XL-n1048,3,10,ACO,none,514955.20,-1,NaN,158,4223,NaN
XL-n1048,3,10,MMAS,none,550048.37,-1,NaN,182,8278,NaN
XL-n1048,3,10,ACO+2opt,none,498245.40,-1,NaN,157,12356,NaN
XL-n1048,3,10,ACO+Tabu,none,504531.00,-1,NaN,330,32851,NaN
XL-n1048,3,10,ACO+BF,EDGE,514955.20,-1,NaN,154,135259,NaN
XL-n1048,3,10,ACO+BF,EDGE_LOAD,514955.20,-1,NaN,158,12400,NaN
XL-n1048,3,10,ACO+BF,DEST_LOAD,514955.20,-1,NaN,171,98420,NaN
XL-n1048,3,10,ACO+BF,DEST_ONLY,514955.20,-1,NaN,157,106584,NaN
XL-n1048,3,10,MMAS+BF,EDGE,550048.37,-1,NaN,238,57448,0.0523
XL-n1048,3,10,MMAS+BF,EDGE_LOAD,550048.37,-1,NaN,234,73826,0.0509
XL-n1048,3,10,MMAS+BF,DEST_LOAD,550048.37,-1,NaN,221,163972,0.1327
XL-n1048,3,10,MMAS+BF,DEST_ONLY,550048.37,-1,NaN,230,69727,0.5000
XL-n1048,3,20,ACO,none,504376.66,-1,NaN,302,86085,NaN
XL-n1048,3,20,MMAS,none,544224.89,-1,NaN,336,28716,NaN
XL-n1048,3,20,ACO+2opt,none,490621.69,-1,NaN,347,110687,NaN
XL-n1048,3,20,ACO+Tabu,none,492519.53,-1,NaN,648,168059,NaN
XL-n1048,3,20,ACO+BF,EDGE,504376.66,-1,NaN,307,4228,NaN
XL-n1048,3,20,ACO+BF,EDGE_LOAD,504376.66,-1,NaN,331,32908,NaN
XL-n1048,3,20,ACO+BF,DEST_LOAD,504376.66,-1,NaN,336,102531,NaN
XL-n1048,3,20,ACO+BF,DEST_ONLY,504376.66,-1,NaN,309,16477,NaN
XL-n1048,3,20,MMAS+BF,EDGE,548531.08,-1,NaN,639,8318,0.1748
XL-n1048,3,20,MMAS+BF,EDGE_LOAD,544570.90,-1,NaN,705,4231,0.2218
XL-n1048,3,20,MMAS+BF,DEST_LOAD,540230.21,-1,NaN,646,41077,0.4984
XL-n1048,3,20,MMAS+BF,DEST_ONLY,544267.58,-1,NaN,614,102503,0.8889
XL-n1048,3,50,ACO,none,483806.22,-1,NaN,784,69764,NaN
XL-n1048,3,50,MMAS,none,512121.36,-1,NaN,849,139376,NaN
XL-n1048,3,50,ACO+2opt,none,471956.75,-1,NaN,792,147533,NaN
XL-n1048,3,50,ACO+Tabu,none,476823.55,-1,NaN,1626,151676,NaN
XL-n1048,3,50,ACO+BF,EDGE,485669.41,-1,NaN,1063,147591,0.1292
XL-n1048,3,50,ACO+BF,EDGE_LOAD,486520.00,-1,NaN,1101,61540,0.1628
XL-n1048,3,50,ACO+BF,DEST_LOAD,481257.48,-1,NaN,1064,180318,0.5134
XL-n1048,3,50,ACO+BF,DEST_ONLY,480937.20,-1,NaN,1032,172130,1.0000
XL-n1048,3,50,MMAS+BF,EDGE,518358.40,-1,NaN,1341,114741,0.1282
XL-n1048,3,50,MMAS+BF,EDGE_LOAD,510363.01,-1,NaN,1464,65681,0.1551
XL-n1048,3,50,MMAS+BF,DEST_LOAD,512127.83,-1,NaN,1243,41076,0.4197
XL-n1048,3,50,MMAS+BF,DEST_ONLY,516692.90,-1,NaN,1151,32879,0.7273
XL-n1048,5,10,ACO,none,516448.71,-1,NaN,258,45127,NaN
XL-n1048,5,10,MMAS,none,551276.27,-1,NaN,274,118897,NaN
XL-n1048,5,10,ACO+2opt,none,502683.30,-1,NaN,265,53474,NaN
XL-n1048,5,10,ACO+Tabu,none,500512.02,-1,NaN,547,118903,NaN
XL-n1048,5,10,ACO+BF,EDGE,516448.71,-1,NaN,251,135256,NaN
XL-n1048,5,10,ACO+BF,EDGE_LOAD,516448.71,-1,NaN,261,114846,NaN
XL-n1048,5,10,ACO+BF,DEST_LOAD,516448.71,-1,NaN,266,114846,NaN
XL-n1048,5,10,ACO+BF,DEST_ONLY,516448.71,-1,NaN,272,65718,NaN
XL-n1048,5,10,MMAS+BF,EDGE,552280.91,-1,NaN,426,151648,0.0886
XL-n1048,5,10,MMAS+BF,EDGE_LOAD,542794.29,-1,NaN,424,8376,0.0907
XL-n1048,5,10,MMAS+BF,DEST_LOAD,543634.40,-1,NaN,425,73904,0.3232
XL-n1048,5,10,MMAS+BF,DEST_ONLY,540391.93,-1,NaN,407,57492,0.6667
XL-n1048,5,20,ACO,none,499548.12,-1,NaN,514,86119,NaN
XL-n1048,5,20,MMAS,none,548160.45,-1,NaN,559,94297,NaN
XL-n1048,5,20,ACO+2opt,none,486400.64,-1,NaN,522,102463,NaN
XL-n1048,5,20,ACO+Tabu,none,489759.89,-1,NaN,1092,32933,NaN
XL-n1048,5,20,ACO+BF,EDGE,498938.94,-1,NaN,552,24752,0.1226
XL-n1048,5,20,ACO+BF,EDGE_LOAD,493080.04,-1,NaN,565,155704,0.1187
XL-n1048,5,20,ACO+BF,DEST_LOAD,499548.12,-1,NaN,556,24794,0.5114
XL-n1048,5,20,ACO+BF,DEST_ONLY,499548.12,-1,NaN,558,110724,1.0000
XL-n1048,5,20,MMAS+BF,EDGE,541926.50,-1,NaN,1081,135303,0.1694
XL-n1048,5,20,MMAS+BF,EDGE_LOAD,544570.87,-1,NaN,819,98485,0.0884
XL-n1048,5,20,MMAS+BF,DEST_LOAD,547758.42,-1,NaN,861,159840,0.3056
XL-n1048,5,20,MMAS+BF,DEST_ONLY,541394.72,-1,NaN,833,184495,0.6667
XL-n1048,5,50,ACO,none,481290.55,-1,NaN,1263,118961,NaN
XL-n1048,5,50,MMAS,none,513389.66,-1,NaN,1316,49204,NaN
XL-n1048,5,50,ACO+2opt,none,473140.67,-1,NaN,1308,69791,NaN
XL-n1048,5,50,ACO+Tabu,none,474912.22,-1,NaN,2709,102532,NaN
XL-n1048,5,50,ACO+BF,EDGE,483774.89,-1,NaN,1824,61620,0.1353
XL-n1048,5,50,ACO+BF,EDGE_LOAD,484921.95,-1,NaN,2150,151780,0.1721
XL-n1048,5,50,ACO+BF,DEST_LOAD,481107.19,-1,NaN,2112,36963,0.6156
XL-n1048,5,50,ACO+BF,DEST_ONLY,484208.57,-1,NaN,2213,65703,1.0000
XL-n1048,5,50,MMAS+BF,EDGE,515123.78,-1,NaN,2339,4350,0.1317
XL-n1048,5,50,MMAS+BF,EDGE_LOAD,514812.13,-1,NaN,2114,123099,0.1394
XL-n1048,5,50,MMAS+BF,DEST_LOAD,509381.19,-1,NaN,1848,159980,0.3124
XL-n1048,5,50,MMAS+BF,DEST_ONLY,513821.89,-1,NaN,1982,57531,0.7143
XL-n1048,10,10,ACO,none,512634.00,-1,NaN,508,41248,NaN
XL-n1048,10,10,MMAS,none,546700.18,-1,NaN,530,24674,NaN
XL-n1048,10,10,ACO+2opt,none,502687.97,-1,NaN,517,123188,NaN
XL-n1048,10,10,ACO+Tabu,none,499662.43,-1,NaN,1097,110906,NaN
XL-n1048,10,10,ACO+BF,EDGE,512634.00,-1,NaN,503,110971,NaN
XL-n1048,10,10,ACO+BF,EDGE_LOAD,512634.00,-1,NaN,501,12668,NaN
XL-n1048,10,10,ACO+BF,DEST_LOAD,512634.00,-1,NaN,511,119138,NaN
XL-n1048,10,10,ACO+BF,DEST_ONLY,512634.00,-1,NaN,522,41244,NaN
XL-n1048,10,10,MMAS+BF,EDGE,546700.18,-1,NaN,912,16803,0.1215
XL-n1048,10,10,MMAS+BF,EDGE_LOAD,546700.18,-1,NaN,976,139565,0.1219
XL-n1048,10,10,MMAS+BF,DEST_LOAD,544996.83,-1,NaN,832,143732,0.4354
XL-n1048,10,10,MMAS+BF,DEST_ONLY,546700.18,-1,NaN,908,4528,0.7500
XL-n1048,10,20,ACO,none,489191.16,-1,NaN,1021,172222,NaN
XL-n1048,10,20,MMAS,none,539535.27,-1,NaN,1046,4196,NaN
XL-n1048,10,20,ACO+2opt,none,489156.28,-1,NaN,1041,12640,NaN
XL-n1048,10,20,ACO+Tabu,none,485699.19,-1,NaN,2130,37229,NaN
XL-n1048,10,20,ACO+BF,EDGE,489191.16,-1,NaN,1011,12688,NaN
XL-n1048,10,20,ACO+BF,EDGE_LOAD,489191.16,-1,NaN,1004,57555,NaN
XL-n1048,10,20,ACO+BF,DEST_LOAD,489191.16,-1,NaN,1015,172221,NaN
XL-n1048,10,20,ACO+BF,DEST_ONLY,489191.16,-1,NaN,1017,57564,NaN
XL-n1048,10,20,MMAS+BF,EDGE,540313.81,-1,NaN,2386,29049,0.2316
XL-n1048,10,20,MMAS+BF,EDGE_LOAD,545994.75,-1,NaN,2487,164110,0.2449
XL-n1048,10,20,MMAS+BF,DEST_LOAD,542731.07,-1,NaN,1655,180489,0.4706
XL-n1048,10,20,MMAS+BF,DEST_ONLY,537976.53,-1,NaN,2171,98407,0.9091
XL-n1048,10,50,ACO,none,477644.49,-1,NaN,2506,427,NaN
XL-n1048,10,50,MMAS,none,511834.74,-1,NaN,2568,41031,NaN
XL-n1048,10,50,ACO+2opt,none,469705.07,-1,NaN,2650,20795,NaN
XL-n1048,10,50,ACO+Tabu,none,472753.39,-1,NaN,5411,82293,NaN
XL-n1048,10,50,ACO+BF,EDGE,474411.16,-1,NaN,3264,61660,0.1319
XL-n1048,10,50,ACO+BF,EDGE_LOAD,482960.76,-1,NaN,3949,65930,0.1481
XL-n1048,10,50,ACO+BF,DEST_LOAD,480727.40,-1,NaN,3032,123225,0.6983
XL-n1048,10,50,ACO+BF,DEST_ONLY,477137.99,-1,NaN,3130,151835,1.0000
XL-n1048,10,50,MMAS+BF,EDGE,514216.67,-1,NaN,4868,74136,0.1538
XL-n1048,10,50,MMAS+BF,EDGE_LOAD,507670.00,-1,NaN,3746,131408,0.1026
XL-n1048,10,50,MMAS+BF,DEST_LOAD,511568.76,-1,NaN,4852,8651,0.5822
XL-n1048,10,50,MMAS+BF,DEST_ONLY,513085.92,-1,NaN,4178,61684,0.7500
